,artists,duration_ms,explicit,id,mode,name,popularity,release_date,year,language,combined_features
138277,['Ella Fitzgerald'],142547,0,3SKKn2RJgtKoxX4t6S35VI,1,Jingle Bells,19,1960-01-01,1960,,['Ella Fitzgerald'] 1960-01-01
108852,"['Giuseppe Verdi', 'Gino Marinuzzi', 'Bruno Erminero', ""Coro dell'EIAR di Torino"", ""Orchestra Sinfonica dell'EIAR di Torino"", 'Saturno Meletti', 'Tancredi Pasero']",487773,0,17iMOrxjcXwBH4uPXtreyn,1,"Verdi : La forza del destino : Act 2 ""Il santo nome di Dio Signore"" [Padre Guardiano, Melitone, Chorus]",0,1942,1942,,"['Giuseppe Verdi', 'Gino Marinuzzi', 'Bruno Erminero', ""Coro dell'EIAR di Torino"", ""Orchestra Sinfonica dell'EIAR di Torino"", 'Saturno Meletti', 'Tancredi Pasero'] 1942"
35317,['Freddie Hubbard'],664933,0,3JkgrvbHI6TlskLY4pwEUM,1,First Light,21,1971,1971,,['Freddie Hubbard'] 1971
160223,['The Raconteurs'],205587,0,55rs5f3NvawRGMO666XqL5,1,Consoler of the Lonely,46,2008-03-05,2008,,['The Raconteurs'] 2008-03-05
64598,"['Johann Sebastian Bach', 'Glenn Gould']",155627,0,5Pgglgfshe3J0Xf6jZWpqQ,1,"Partita No. 2 in C Minor, BWV 826: IV. Sarabande - Remastered",12,1960,1960,,"['Johann Sebastian Bach', 'Glenn Gould'] 1960"
56489,"['Arthur Sullivan', 'Muriel Harding', 'Neville Griffith', 'Jeffrey Skitch', ""The D'Oyly Carte Opera Chorus"", 'New Symphony Orchestra', 'Isidore Godfrey']",199520,0,2J81eyAyhxy48IKPc088bz,1,"The Sorcerer / Act 2: 24. Oh, joyous boon",0,1953-01-01,1953,,"['Arthur Sullivan', 'Muriel Harding', 'Neville Griffith', 'Jeffrey Skitch', ""The D'Oyly Carte Opera Chorus"", 'New Symphony Orchestra', 'Isidore Godfrey'] 1953-01-01"
126145,"['DaBaby', 'Ashanti', 'Megan Thee Stallion']",215053,1,3oHiR89Y8gn6xt3YGAAzFj,1,NASTY (feat. Ashanti & Megan Thee Stallion),71,2020-04-17,2020,,"['DaBaby', 'Ashanti', 'Megan Thee Stallion'] 2020-04-17"
132491,['Cocteau Twins'],209347,0,6DDE4fA7w6h8JFHXaV6g7a,0,I Wear Your Ring,43,1990-09-17,1990,,['Cocteau Twins'] 1990-09-17
139136,['Townes Van Zandt'],295107,0,5KJMVvokqnMn9ribqPQja9,1,Tecumseh Valley,31,1969-04,1969,,['Townes Van Zandt'] 1969-04
43165,['Pink Floyd'],318027,0,0fkYBsUNltE3aqnNvMsY9O,1,Cirrus Minor,26,1971-05-14,1971,,['Pink Floyd'] 1971-05-14
118899,['Gene Autry'],163748,0,1txDnU1KdFaRkf3tr5FDxG,1,(I Was) Just Walking out the Door - Live,0,1947-03-28,1947,,['Gene Autry'] 1947-03-28
72257,['Johnny Cash'],140964,0,5VU8Ztn9dWxQNB8JNDPoMW,0,Train Of Love (2017 Remaster),9,1962-11-15,1962,,['Johnny Cash'] 1962-11-15
5090,['2 LIVE CREW'],264160,0,3gMPNy3Zh3PVL14Or88bCc,1,Banned In The U.S.A.,34,1990-07-24,1990,English,['2 LIVE CREW'] 1990-07-24
75657,['Azul Violeta'],273267,0,0bqfNDZvqXB10fUKSfj6mY,1,Tu Luz,50,1996-01-01,1996,,['Azul Violeta'] 1996-01-01
61743,['Soulwax'],323853,0,6QKfQbFqvUwzOHpwFwCaJ6,0,Krack,40,2005,2005,,['Soulwax'] 2005
99850,['Frank Skinner'],83049,0,0C23K30fEjnHSmZR6iTjMi,1,The World in His Arms (1952) Main Title,1,1946-01-01,1946,,['Frank Skinner'] 1946-01-01
90318,"['Frank Sinatra', 'Ken Lane Singers']",157587,0,3ZBGtAjSndO5yfFrBOwMsL,1,Adeste Fideles (O Come All Ye Faithful) (with The Ken Lane Singers),6,1945,1945,,"['Frank Sinatra', 'Ken Lane Singers'] 1945"
17571,['Sonar Senghor'],231200,0,0Djx4gxpZm4LKY3UiA9bLF,1,Didrenouo,0,1954-01-01,1954,,['Sonar Senghor'] 1954-01-01
160309,['Band Of Skulls'],198000,0,5rMNQfYhBMlyitrMAiwQfc,1,I Know What I Am,46,2009,2009,,['Band Of Skulls'] 2009
83051,['The Hollies'],199200,0,5UwbnHhjnbinJH8TefuQfN,1,Long Cool Woman (In a Black Dress) - 1999 Remaster,64,1971-10-08,1971,,['The Hollies'] 1971-10-08
48678,['Rita Abatzi'],198763,0,1wXxQTDx0rzQTanIT3xCBP,1,Το μπουζουκάκι,0,1950-01-01,1950,,['Rita Abatzi'] 1950-01-01
16981,"['Giacomo Puccini', 'Giuseppe Antonicelli', 'Metropolitan Opera Orchestra']",191573,0,4y9l82047JgIHy0VRLZtpJ,1,La Bohème: Act III - Che facevi? che dicevi...,0,1948,1948,,"['Giacomo Puccini', 'Giuseppe Antonicelli', 'Metropolitan Opera Orchestra'] 1948"
67017,"['""Weird Al"" Yankovic']",255373,0,0uTSpsec5kXkNQQjzt6dIB,0,King of Suede,23,1984-01-01,1984,,"['""Weird Al"" Yankovic'] 1984-01-01"
19581,['Kansas'],213747,0,0SqTWphRLWW4NBWAMVdVQo,0,Bringing It Back,26,1974,1974,,['Kansas'] 1974
133514,['Celia Cruz'],250373,0,63knvuoSPpfzIwdDuWRSoV,0,Rie y Llora,51,2000,2000,,['Celia Cruz'] 2000
168820,['Kid Cudi'],254000,1,0HEfiw4FFDxMTfCIf6k3J5,1,Wild’n Cuz I’m Young,49,2010-01-01,2010,,['Kid Cudi'] 2010-01-01
125118,['J. Dash'],230627,0,3zbnvxvqV5lL4Vq0FznWsX,1,Wop (Official Version),55,2010-12-16,2010,,['J. Dash'] 2010-12-16
24895,['Joe Mooney'],176147,0,6vxWQYjrSXNpVkDqa9DJlO,0,You Go To My Head,0,1947,1947,,['Joe Mooney'] 1947
121325,"[""The J.B.'s""]",187560,0,1NXyoATCYylbjSDFe8FHbJ,1,Gimme Some More,43,1972-01-01,1972,,"[""The J.B.'s""] 1972-01-01"
112426,['Natalie Cole'],323000,0,4Oe8GNcT42Vhu0S9plFryE,1,Our Love,40,1977-01-01,1977,,['Natalie Cole'] 1977-01-01
163419,['Moondog'],67533,0,2kIRRCAPFhPIKCSK2z9JUy,1,Oo Debut,13,1956,1956,,['Moondog'] 1956
48132,['Jack Payne'],177880,0,7ERDo3RF8EFG5vGkSvzBQh,1,Cheer Up and Smile,0,1930,1930,,['Jack Payne'] 1930
167896,['Linkin Park'],184867,0,00MYbj8WKfcv3Bz6qFhJKn,1,Papercut,44,2000-10-24,2000,,['Linkin Park'] 2000-10-24
43636,['Ronnie Laws'],390067,0,0c79Q28KsQnltNR7DXfKTC,1,Night Breeze,25,1976-01-01,1976,,['Ronnie Laws'] 1976-01-01
18633,['Dean Martin'],150360,0,1uVU67ZBbAEBJf2lFBLYJE,1,Your Other Love,22,1964,1964,,['Dean Martin'] 1964
108453,"['Carl Maria von Weber', 'Berliner Philharmoniker']",203333,0,53nvTd2NyKO1KI8nqb8Hag,1,Der Freischütz: Act 3: Intermezzo,0,1938,1938,,"['Carl Maria von Weber', 'Berliner Philharmoniker'] 1938"
143783,"['Lin-Manuel Miranda', 'Original Broadway Cast of Hamilton']",143551,0,16sNPUamj4vnA7uQLozRpU,1,Hurricane,60,2015-09-25,2015,,"['Lin-Manuel Miranda', 'Original Broadway Cast of Hamilton'] 2015-09-25"
77596,['Jimmy Wopo'],212767,1,2InEG9es2ySrY184fVeyN5,0,Elm Street,52,2016-07-25,2016,,['Jimmy Wopo'] 2016-07-25
82320,['Jack Jones'],149040,0,33yeTx321qQCaLyh2nE6BY,0,Wives And Lovers,50,1963-01-01,1963,,['Jack Jones'] 1963-01-01
52571,['Phish'],564000,0,79KRVNCKAY5BLyFL4f0kFB,1,Esther,25,1989,1989,,['Phish'] 1989
129975,"['Maria Callas', 'Tullio Serafin', 'Choeur et orchestre du Théâtre de la Scala de Milan']",445933,0,7B4Q37Q7t37yxqY8T47nFo,1,"Extrait ""Casta Diva""",39,1965,1965,,"['Maria Callas', 'Tullio Serafin', 'Choeur et orchestre du Théâtre de la Scala de Milan'] 1965"
29423,['Eric Clapton'],248347,0,6sdRzg2xzToD4bXbBdmPw2,1,"Rollin' & Tumblin' - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",42,1992-08-25,1992,,['Eric Clapton'] 1992-08-25
114669,"['The Beatles', 'Billy Preston']",191773,0,6zmQ8bzlDIfngjy0Ba3w46,1,Get Back - Remastered 2015,56,2000-11-13,2000,,"['The Beatles', 'Billy Preston'] 2000-11-13"
41669,['Bud Powell'],210200,0,0jbj5ZvoijwJO4hUaOC5fW,0,My Heart Stood Still,6,1956-01-01,1956,,['Bud Powell'] 1956-01-01
50691,['Breakout'],191853,0,0FGBCrLj15yxjJ1WPRnVMQ,0,Kiedy byłem małym chłopcem,48,1971,1971,,['Breakout'] 1971
154284,['Harry Gold & His Pieces Of Eight'],175693,0,3N4v0QLhqpJqCI2GFi7hJO,0,The Ghost of Ol' Man Mose,0,1948,1948,,['Harry Gold & His Pieces Of Eight'] 1948
77824,"['Lil Peep', 'Clams Casino']",209107,1,2PlrYKsGndAMJ0qqVVPCoV,1,4 Gold Chains - (feat. Clams Casino),62,2018-05-14,2018,,"['Lil Peep', 'Clams Casino'] 2018-05-14"
159258,['Sara'],289467,0,71rGEpOqD1jKIl7hp9Lq12,0,BURNING UP FOR YOU,46,1998-10-28,1998,,['Sara'] 1998-10-28
20109,['The Specials'],231080,0,5SR1geFURbG98tZaKodRXf,1,Stupid Marriage - 2015 Remaster,33,1979-11-01,1979,,['The Specials'] 1979-11-01
52467,['Perry Como'],141960,0,1aoamOgih6cHb0TZq9gO9A,0,Hot Diggity (Dog Ziggity Boom),30,1988-06-03,1988,,['Perry Como'] 1988-06-03
41201,"['Giuseppe Verdi', 'Fernando Previtali', 'Ebe Stignani', 'Maria Caniglia', 'Orchestra Sinfonica di Roma della RAI']",210960,0,2FC4ukk6Kgl7a5DTopBGP6,1,"Verdi : Don Carlo : Act 3 ""Pietà! Pietà! perdon!"" [Eboli, Elisabetta]",0,1952,1952,,"['Giuseppe Verdi', 'Fernando Previtali', 'Ebe Stignani', 'Maria Caniglia', 'Orchestra Sinfonica di Roma della RAI'] 1952"
40034,['Luke Combs'],203680,0,2cLbHhoGUUDFygKYSksKHV,1,Out There,60,2018-06-01,2018,,['Luke Combs'] 2018-06-01
29244,['Public Enemy'],242293,0,0xZyLXSCSjnvUC4aecjjPz,1,By The Time I Get To Arizona,37,1991-01-01,1991,,['Public Enemy'] 1991-01-01
108697,['Эрнест Хемингуэй'],100100,1,0VLyWC7Wyatyzbxp56MyYO,1,Часть 210.3 - По ком звонит колокол,0,1940,1940,,['Эрнест Хемингуэй'] 1940
79734,"['Billie Holiday', 'Teddy Wilson']",186360,0,3JatDxGqoqZzJxjpfyZ2Xk,1,Sun Showers (with Teddy Wilson & His Orchestra),7,1937,1937,,"['Billie Holiday', 'Teddy Wilson'] 1937"
114766,['Rayito Colombiano'],202613,0,0GCM7zzCulIbsU07Tt8trk,0,Al Despertar,58,2001-01-01,2001,,['Rayito Colombiano'] 2001-01-01
47170,"['Jeezy', 'Lil Wayne']",283173,1,79tbwF4mSrYD60Oo41JTXY,0,Ballin',44,2011-01-01,2011,,"['Jeezy', 'Lil Wayne'] 2011-01-01"
138957,['Love'],144184,0,4FTJ0ONOTUGU7JUD389cJ4,1,Bummer in the Summer - 2015 Remaster,34,1967,1967,,['Love'] 1967
22272,['Enrique Iglesias'],208627,0,10IJIegM5XnMlN7zrfn3tL,1,Escape,46,2001-01-01,2001,,['Enrique Iglesias'] 2001-01-01
135964,['Soup Solstice'],113006,0,7xSGG8JY9n2PSuDSa5xolL,1,Dream a Little Dream of Me - Acoustic Demo,0,1931,1931,,['Soup Solstice'] 1931
52966,['The Rezillos'],175640,0,2sICTf5zrSZnTttimrcm2M,1,Top of the Pops,40,1993,1993,,['The Rezillos'] 1993
156886,['New York Dolls'],243867,0,3ZUILDZRnGDYPAWTDsedak,1,Stranded In The Jungle - Alternate Version,32,1974-05-10,1974,,['New York Dolls'] 1974-05-10
42426,['Mahalia Jackson'],238693,0,187Hkq5DDRSIS0QnFd4kiS,1,Deep River,15,1964,1964,,['Mahalia Jackson'] 1964
108390,['Master Dhulia'],200387,0,4J8euN6K2GQsLmqsMnOo0n,1,Pyala Hi Pyale Ka Bachha,0,1937-12-31,1937,,['Master Dhulia'] 1937-12-31
73554,['Jefferson Starship'],189467,0,5KFMklDIdOLY05cVMCKJcK,1,Git Fiddler,21,1975-06-23,1975,,['Jefferson Starship'] 1975-06-23
98500,"['Francisco Canaro', 'Felix Gutierrez']",200000,0,3qdMYE97GJwDxSBVT9kDGu,1,Deci Que Si - Remasterizado,0,1932-12-26,1932,,"['Francisco Canaro', 'Felix Gutierrez'] 1932-12-26"
127291,"['Wolfgang Amadeus Mozart', 'Cecil Aronowitz', 'Amadeus Quartet']",288800,0,55A65mqIjj6s6o0eiq4v9P,1,"Quintette à cordes No. 5 in D Major, K. 593: III. Menuetto (Allegretto) - Trio",0,1938,1938,,"['Wolfgang Amadeus Mozart', 'Cecil Aronowitz', 'Amadeus Quartet'] 1938"
74190,['Deodato'],471093,0,5ceLUjWj7J3SHSmm4euQCn,0,Keep on Movin',34,1982,1982,,['Deodato'] 1982
31665,['Kid Rock'],280347,0,0bj0hCTYXv02xeSHyRXuYT,1,First Kiss,55,2015-02-20,2015,,['Kid Rock'] 2015-02-20
72761,"['Juilliard String Quartet', 'Leonard Bernstein']",517000,0,59dEfOiTz3eh0rXXVMH1Ps,0,"Piano Quintet in E-flat Major, Op. 44: II. In modo d'una Marcia. Un poco largamente - Agitato",15,1967,1967,,"['Juilliard String Quartet', 'Leonard Bernstein'] 1967"
6754,['Gala'],213394,0,3u5N55tHf7hXATSQrjBh2q,0,Freed From Desire,72,2007-04-18,2007,English,['Gala'] 2007-04-18
38853,['Waylon Jennings'],180373,0,42bvrAO7GYjNAxNu9npSS9,1,Drinkin' and Dreamin',42,2007-05-01,2007,,['Waylon Jennings'] 2007-05-01
77479,['Red Sun Rising'],262733,0,7jNf4cQOXGYqpsvm1iGsqP,0,Emotionless,49,2015-08-07,2015,,['Red Sun Rising'] 2015-08-07
150146,['Rocío Dúrcal'],180493,0,6svomc2OrfHEqm6bIDqddz,0,Ya Te Olvidé,51,1992-10-14,1992,,['Rocío Dúrcal'] 1992-10-14
74054,['Peter Allen'],240707,0,1m2I5lc8wJoenFLPeOBIFI,0,Fly Away,20,1980-01-01,1980,,['Peter Allen'] 1980-01-01
36597,['Juan Gabriel'],309613,0,67XvKogB28ebQ6d5VEIMIw,1,El Noa Noa II,35,1984-01-11,1984,,['Juan Gabriel'] 1984-01-11
62129,['White Rabbits'],188307,0,1gjmSgk0JVvBNjBiLDjgFl,0,Percussion Gun,42,2009-05-12,2009,,['White Rabbits'] 2009-05-12
50864,['Harold Melvin & The Blue Notes'],205933,0,2m0z345Ax5HCUMUmgQGZXP,1,If You Don't Know Me by Now,21,1972,1972,,['Harold Melvin & The Blue Notes'] 1972
165158,['Lou Reed'],253573,0,54JXAkc9TFvlpZDpcgsNAS,1,Caroline Says II,41,1973-07-01,1973,,['Lou Reed'] 1973-07-01
157046,['KISS'],185333,0,5pcOAhkv8BiTpzWITZShKW,0,I Want You,36,1976-11-11,1976,,['KISS'] 1976-11-11
12572,['Misfits'],149733,0,3zrZZg0BYRG99CuvTp984O,1,Bloodfeast,30,1984-01-01,1984,,['Misfits'] 1984-01-01
105755,['Death Cab for Cutie'],203733,0,1crbFuCkGL4kXnAGd63RXq,1,Crooked Teeth,54,2005-08-29,2005,,['Death Cab for Cutie'] 2005-08-29
110292,['Julie London'],156373,0,48jNgU1ERKPOwVpP3N4KoG,1,Lonely Girl - 2002 Remaster,25,1956,1956,,['Julie London'] 1956
116256,['Phora'],210452,1,39stgJx17gXBtxvPGlVJfl,1,I Think I Love You,63,2016-10-11,2016,,['Phora'] 2016-10-11
42989,"['Blood, Sweat & Tears']",241000,0,5TdzQLqKih9QoMJ5OTPADn,1,Fire and Rain,24,1970-09,1970,,"['Blood, Sweat & Tears'] 1970-09"
85459,['The Presidents Of The United States Of America'],134200,0,2JdzB67NvIa90K4gEZPLeX,1,Lump,67,1995,1995,,['The Presidents Of The United States Of America'] 1995
99758,"['Felix Mendelssohn', 'Yehudi Menuhin']",507627,0,54AsKKJcFmJ6BhVu2ym5Aw,1,"Violin Concerto in D Minor, MWV 03: II. Andante",4,1945,1945,,"['Felix Mendelssohn', 'Yehudi Menuhin'] 1945"
128011,"['Claude Debussy', 'William Kapell']",221027,0,1EFkzaUNhoqO3xXpoR0MYC,1,Suite bergamasque: Prélude,0,1945,1945,,"['Claude Debussy', 'William Kapell'] 1945"
121911,['Jackson Browne'],293893,0,3sxIjNkOGT5bIcd3euIT9s,1,Cocaine - 2018 Remaster,39,1977,1977,,['Jackson Browne'] 1977
96839,['Toby Keith'],193133,0,7Lmwj2fe8MpGXypOuLGO2C,1,Made in America,63,2011-10-21,2011,,['Toby Keith'] 2011-10-21
21454,['Junko Ohashi'],240133,1,1a6dXyCu3izFQuW5VUzoYc,1,シンプル・ラブ,39,1993,1993,,['Junko Ohashi'] 1993
102091,['Richard Harris'],450107,0,5DBEFajBEaHgbbwe7oN0KP,1,MacArthur Park,38,1968-01-01,1968,,['Richard Harris'] 1968-01-01
88141,['Francisco Canaro'],175893,0,2fzm8k973cmkJh1HBsgOu2,1,Porque - Remasterizado,0,1924-07-12,1924,,['Francisco Canaro'] 1924-07-12
41093,"['Gaetano Donizetti', 'Alfredo Simonetto', 'Orchestra Lirica e Coro di Torino della Rai']",269533,0,2Sf1eFNpwr2x8GaV77su2b,1,Sposa... ci rivedremo al mio ritorno,0,1951,1951,,"['Gaetano Donizetti', 'Alfredo Simonetto', 'Orchestra Lirica e Coro di Torino della Rai'] 1951"
129532,['Muddy Waters'],177733,0,32jrycBSTj4n3kmOPeuABE,0,I'm Your Hoochie Coochie Man - Live At Newport Jazz Festival/1960,22,1960-11-15,1960,,['Muddy Waters'] 1960-11-15
103034,['Neil Young'],345960,0,1EVgCMjGny4sUxsZ7ghPmh,1,Sugar Mountain - 2017 Remaster,44,1977,1977,,['Neil Young'] 1977
113919,['Aphex Twin'],323187,0,7KRQoq9GeWeCm0ZAXg5XMb,0,Ageispolis,53,1992-02-10,1992,,['Aphex Twin'] 1992-02-10
138885,['The Who'],166693,0,4TfXSV5IenxpMzHzehOaLT,1,The Kids Are Alright - Mono Version,27,1966-04-01,1966,,['The Who'] 1966-04-01
131160,['Queen'],209293,0,29fAHjBdqcEVeo2GxvGi9P,1,My Melancholy Blues,35,1977-10-28,1977,,['Queen'] 1977-10-28
48958,['The Cal Tjader Trio'],219773,0,2FhhEeWl7hDfRo3dbkk6tj,1,Ivy,1,1953-01-01,1953,,['The Cal Tjader Trio'] 1953-01-01
83204,"[""Gilbert O'Sullivan""]",217729,0,6vuEG9sZtC4W2zT64f7zLF,0,Alone Again (Naturally),55,1972-01-01,1972,,"[""Gilbert O'Sullivan""] 1972-01-01"
154625,['Patricia St. John'],120100,0,0jEOfpD89mLrLmzla4ixES,0,Kapitel 148 - Spuren im Schnee,1,1952,1952,,['Patricia St. John'] 1952
154507,"['Amirbai Karnataki', 'Mohammed Rafi']",208613,0,0iWwDuyFpXxZEKVI7mOOdX,0,Ansoo Thi Meri Zindagi,0,1951-12-31,1951,,"['Amirbai Karnataki', 'Mohammed Rafi'] 1951-12-31"
87287,['Lady A'],195867,0,4kY7rYtE4OQkJNq22OIYRI,1,Downtown,68,2013-01-01,2013,,['Lady A'] 2013-01-01
156514,['Dom Salvador & Abolição'],152733,0,3Ztfe3UOfRkjTpajSYZ4qy,0,Hei! Você,42,1971-03-01,1971,,['Dom Salvador & Abolição'] 1971-03-01
77386,['WizKid'],216243,0,6cTLhp8a39TClL2iqGpPVc,0,Ojuelegba,56,2014-09-17,2014,,['WizKid'] 2014-09-17
24547,"['Wolfgang Amadeus Mozart', 'Ezio Pinza', 'Margit Bokor', 'Luise Helletsgruber', 'Wiener Philharmoniker', 'Bruno Walter']",48160,0,6KgphcWSVOhE1kqMQeCDNt,1,"Don Giovanni, K. 527 (Excerpts): Fermati, scellerato!",0,1942-01-01,1942,,"['Wolfgang Amadeus Mozart', 'Ezio Pinza', 'Margit Bokor', 'Luise Helletsgruber', 'Wiener Philharmoniker', 'Bruno Walter'] 1942-01-01"
54099,"['Shakira', 'Gustavo Cerati']",262667,0,1XyRT1VeLaJs5rEJA3rMO9,1,Dia Especial (feat. Gustavo Cerati),53,2005-06-03,2005,,"['Shakira', 'Gustavo Cerati'] 2005-06-03"
12325,['Siouxsie and the Banshees'],217120,0,4Q7l3isvR51ksLmjHBv29D,1,Sin In My Heart,31,1981,1981,,['Siouxsie and the Banshees'] 1981
150173,['Los Temerarios'],194600,0,4bzSyU4ajgB8tnCRX1ws43,0,Fuiste Mala,43,1992-06-01,1992,,['Los Temerarios'] 1992-06-01
91899,['Roy Orbison'],124500,0,56C5JzYMVoeaWIcgcutdWI,0,You're My Baby,41,1961,1961,,['Roy Orbison'] 1961
128223,['Uma Devi'],189333,0,2RwtiSrrV0DsyiYGRV3DPG,0,Dilwale Jal Jal Kar Hi Mar Jana,0,1947-08-15,1947,,['Uma Devi'] 1947-08-15
123347,['Otis Redding'],195867,0,4Ym0HjYfgEaUgjI3WuDqMK,1,I've Got Dreams to Remember,50,1992-11-06,1992,,['Otis Redding'] 1992-11-06
51504,['Johnny Mathis'],211573,0,5M508UTxoheOpswK92dQQf,1,The Best Days of My Life,28,1979-01-29,1979,,['Johnny Mathis'] 1979-01-29
53925,['Thrice'],173560,0,52eKlQVgqvdSzEUYDi3ihh,0,Cold Cash And Cold Hearts,40,2003-01-01,2003,,['Thrice'] 2003-01-01
164026,['Max Roach'],376240,0,15cMhqYkMvlVZhQxmmcawc,0,Sunday Afternoon,13,1962,1962,,['Max Roach'] 1962
117787,['Pearu Qawal'],186002,0,26HPpGEVcBeFhcKrKTbCeg,1,Bura Kisko Manoon Bhala Kisko,0,1936-12-31,1936,,['Pearu Qawal'] 1936-12-31
116571,"['03 Greedo', 'Shoreline Mafia']",221396,1,6ZxX2vmH5WLufcOqenLjfb,0,Trap House (feat. Shoreline Mafia),72,2019-04-19,2019,,"['03 Greedo', 'Shoreline Mafia'] 2019-04-19"
103395,['Joan Armatrading'],213107,0,6oQFgTIK0EUnR7tzimN4Xn,1,The Weakness In Me,50,1981-09-01,1981,,['Joan Armatrading'] 1981-09-01
50760,['Curtis Mayfield'],227027,0,5fN60U114jgzi8TfhIDcpK,0,"People Get Ready - Live @ Bitter End, NYC",25,1971,1971,,['Curtis Mayfield'] 1971
150024,['Los Acosta'],196067,0,0nibB7yLOSoWSVMY3UMTU8,0,Pobrecito de mí,42,1991,1991,,['Los Acosta'] 1991
39031,['One Drop'],281840,0,3Q3G4esp1k5rF4yLnZtk7S,1,No Good Reason,41,2008-01-01,2008,,['One Drop'] 2008-01-01
144558,['Эрих Мария Ремарк'],111325,1,6D212iFB2wKeyzdZbtx7V1,1,Часть 28.3 & Часть 29.1 - На Западном фронте без перемен,0,1929,1929,,['Эрих Мария Ремарк'] 1929
149530,"['José Luis Perales', 'Mocedades']",216600,0,0v3wEnuTk3J0ztgzJMCIt7,1,Ay Amor (with Mocedades),46,1986,1986,,"['José Luis Perales', 'Mocedades'] 1986"
104306,['Nelson'],245862,0,3VWGHiQO7fArciqoKB2DSx,1,After The Rain - Remastered 2017,47,1990-06-26,1990,,['Nelson'] 1990-06-26
36543,['Queensrÿche'],199960,0,3Yl9Qh0OYtofWxE9D9KCb5,0,Deliverance - Remastered,27,1984,1984,,['Queensrÿche'] 1984
125739,"['Meek Mill', 'Sound M.O.B.', 'Tory Lanez']",280615,1,5J5PXmMdQ2nh1lZOal8KmK,0,Litty (feat. Tory Lanez),64,2016-10-28,2016,,"['Meek Mill', 'Sound M.O.B.', 'Tory Lanez'] 2016-10-28"
104388,['Pearl Jam'],298933,0,3KcJEOyaLDLAERlOCBhmPA,1,Garden,54,1991-08-27,1991,,['Pearl Jam'] 1991-08-27
80446,['Bill Monroe & His Blue Grass Boys'],180893,0,3x95FfMhVfB3ZNIufQ1IF3,1,Blue Moon of Kentucky,42,1945,1945,,['Bill Monroe & His Blue Grass Boys'] 1945
63487,['Bourvil'],148307,0,4FeAS7R7JwuXPWs3svoYvd,1,"Je suis content, ça marche",1,1949,1949,,['Bourvil'] 1949
140206,['Dennis Brown'],223040,0,0j5ZzGwdNMDeSofYbOJxH8,1,Money In My Pocket,39,1979,1979,,['Dennis Brown'] 1979
78103,"['Sergei Rachmaninoff', 'James Levine', 'Berliner Philharmoniker']",831667,0,1SCWBjhk5WmXPxhDduD3HM,1,"Piano Concerto No. 3 in D Minor, Op. 30: III. Finale. Alla breve",2,1921,1921,,"['Sergei Rachmaninoff', 'James Levine', 'Berliner Philharmoniker'] 1921"
22130,['Ekolu'],257760,0,7BnVBWl7rUkY7KHo0WM9y1,1,Stuck on You,38,1999-01-01,1999,,['Ekolu'] 1999-01-01
131437,['Iggy Pop'],167560,0,6GVfe1CSI7n6G8818mPArW,0,I'm Bored,39,1979,1979,,['Iggy Pop'] 1979
165081,"['Charles Strouse', 'Andrea McArdle', 'Reid Shelton', 'Sandy Faison', 'Annie Ensemble', 'Peter Howard']",150067,0,400t0stNsKNbXBJal0ZsyE,1,Annie: I Don't Need Anything But You,31,1972,1972,,"['Charles Strouse', 'Andrea McArdle', 'Reid Shelton', 'Sandy Faison', 'Annie Ensemble', 'Peter Howard'] 1972"
71506,['Ludwig Satz'],362253,0,0N6A9FYuVby9FSV9UnzBzq,1,Ich Baink a Haym,0,1955,1955,,['Ludwig Satz'] 1955
272,['Эрнест Хемингуэй'],101800,1,56oqHw4mJFMorBNJQprM9L,1,Часть 64.2 - Зеленые холмы Африки,0,1935,1935,Unknown,['Эрнест Хемингуэй'] 1935
143010,['HELLYEAH'],258020,0,0cnySM1Mlep9l9Y2fKo04w,1,You Wouldn't Know,49,2007-04-10,2007,,['HELLYEAH'] 2007-04-10
161935,"['Billie Holiday', 'Count Basie']",204160,0,7mkZN3JxvqZq0cN2Isu397,1,They Can't Take That Away from Me - Live,2,1936,1936,,"['Billie Holiday', 'Count Basie'] 1936"
156371,['Led Zeppelin'],401320,0,3cp4kK4ZWCWXLWaCUvS3Fj,1,"I Can't Quit You Baby - Live in Paris, 1969",30,1969-01-12,1969,,['Led Zeppelin'] 1969-01-12
112327,['Diana Ross'],229373,0,3gbnQ7TJEx1EI9chRZXVXl,1,Love Hangover - Single Version,45,1976-02-10,1976,,['Diana Ross'] 1976-02-10
107202,['Lil Keed'],183307,1,3wdnX9UwfyXkNq0FJVhQQD,0,Snake,77,2019-06-14,2019,,['Lil Keed'] 2019-06-14
145996,['Lata Mangeshkar'],205010,0,0QTe2mG5AW7mLleiwLXi6p,0,Chali Ja Chali,0,1951-01-01,1951,,['Lata Mangeshkar'] 1951-01-01
63368,['Эрих Мария Ремарк'],144211,1,5jNVDVVGnaQSzWuBUpBciL,1,Часть 165.4 & Часть 166.1 - Триумфальная арка,0,1945,1945,,['Эрих Мария Ремарк'] 1945
101715,['Doc Watson'],225227,0,3rmh12ZtFmPm10J4QjIiE4,1,Sitting On Top Of the World,31,1964,1964,,['Doc Watson'] 1964
61577,['The Monkees'],166173,0,3dgyDSKfzaNBtlZuUxc8IW,1,Last Train to Clarksville,41,2003,2003,,['The Monkees'] 2003
