,artists,duration_ms,explicit,id,mode,name,popularity,release_date,year,language,combined_features
149557,['Metal Church'],357467,0,2BNvvoD2p6dHWSDDNM9jml,0,Watch the Children Pray,38,1986-09-30,1986,,['Metal Church'] 1986-09-30
94684,['Marisela'],195533,0,1yCHhmIDNXzIcyMQRUNTOK,0,Tu Dama de Hierro,60,1989,1989,,['Marisela'] 1989
128367,['Little Jimmy Dickens'],146707,0,6uWtDfVlKRcMyaTCwQ0lJm,1,I'm Little But I'm Loud,3,1949,1949,,['Little Jimmy Dickens'] 1949
30665,"['Rihanna', 'J-Status']",251133,0,07gLSfLyr23jSKaUpRgR1B,0,Here I Go Again,52,2005-08-29,2005,,"['Rihanna', 'J-Status'] 2005-08-29"
165066,['Little Richard'],332200,0,4ssTP7zp7cWLw2E64MMEKM,0,Nuki Suki,35,1972,1972,,['Little Richard'] 1972
143826,['Rain Sounds'],66860,0,1Wmgup2PftavoaEKubkRkG,1,Sleep Rain,60,2015-08-12,2015,,['Rain Sounds'] 2015-08-12
159720,['Eagles'],213713,0,7t5G1WOeZAf3H8IiSzE4uW,1,Desperado - 2013 Remaster,44,2003-10-21,2003,,['Eagles'] 2003-10-21
105871,['Killswitch Engage'],189667,0,07ceEXOyS7ghQkyCOycXwP,1,This Fire,61,2006-01-21,2006,,['Killswitch Engage'] 2006-01-21
34885,"['Paco de Lucía', 'Ramón Algeciras']",151973,0,36iONef96L7A5bUtbzbbrb,0,La Flor De La Canela,27,1967-01-01,1967,,"['Paco de Lucía', 'Ramón Algeciras'] 1967-01-01"
134496,['Grupo Laberinto'],145147,0,6TSbJFvhGPklkxOyVR71ts,1,Caballos Del Pantanal,54,2010-04-29,2010,,['Grupo Laberinto'] 2010-04-29
23300,['Amy Winehouse'],269373,0,4fdPpmqn1eYLyWRcxZmx2D,1,A Song For You,56,2011-01-01,2011,,['Amy Winehouse'] 2011-01-01
130197,['The Buckinghams'],175360,0,2Z8FsPTnN8s9Dtguvqspca,1,Susan,27,1967-05-12,1967,,['The Buckinghams'] 1967-05-12
136000,"['Sinclair Lewis', 'Frank Arnold']",233157,0,2SIGokwq5D1qUob9LQLHQ4,1,"Das ist bei uns nicht möglich, Kapitel 169",0,1935,1935,,"['Sinclair Lewis', 'Frank Arnold'] 1935"
91743,['Javier Solís'],162600,0,0Q3lMnbeDXiNkSKyLOT2tM,1,Ojitos Traidores,44,1960,1960,,['Javier Solís'] 1960
55396,"['Unclenathannn', 'Shiloh Dynasty']",99838,1,36V4aP2bpDUuvBYcpku9LI,1,Pure Imagination,62,2018-03-19,2018,,"['Unclenathannn', 'Shiloh Dynasty'] 2018-03-19"
133957,['Carrie Underwood'],240267,0,0SCtEUwSkgavjuzebBznX5,1,Don't Forget to Remember Me,50,2005-11-14,2005,,['Carrie Underwood'] 2005-11-14
74292,['Daniel Johnston'],391707,0,6Er74mDxRRp1sTbOhC1jD0,1,Worried Shoes,24,1983-05-01,1983,,['Daniel Johnston'] 1983-05-01
56386,['Madhubala Jhaveri'],181992,0,2cu7uz6q4HdtJsLfUXLkiW,1,Sitaro Dekho Mere Sajan Ko,0,1952-12-31,1952,,['Madhubala Jhaveri'] 1952-12-31
117163,['Miltiadis Kazis'],250093,0,1Op4qlbSfphZs3Xv4qhWnh,1,Tsatsa Nikolakaina,0,1930-01-01,1930,,['Miltiadis Kazis'] 1930-01-01
81398,"['Gozzo', 'Billy May', 'Yma Sumac', ""Billy May's Rico Billy May's Rico Mambo OrchestraMambo Orchestra""]",137240,0,6TsE30wjcOmuQRheHdtaAF,0,Gopher Mambo - Remastered 2009,36,1954,1954,,"['Gozzo', 'Billy May', 'Yma Sumac', ""Billy May's Rico Billy May's Rico Mambo OrchestraMambo Orchestra""] 1954"
56726,['Mohammed Rafi'],209932,0,0B2kan4JGA9KhkrfNZIwyq,1,Khali Jeben Hon Karki Ho,0,1955-12-31,1955,,['Mohammed Rafi'] 1955-12-31
118809,['Bernard Herrmann'],285179,0,1seSE8rqtqGiwEg9Fe6gFn,0,The Snows of Kilimanjaro (1952) Suite,0,1946-01-01,1946,,['Bernard Herrmann'] 1946-01-01
14956,['Stick Figure'],222240,0,745k23HOe0Ux6tit036Ier,0,Come With Me,45,2008-01-01,2008,,['Stick Figure'] 2008-01-01
84805,['Poison'],238200,0,27kMqdX3aoN3gBndVKlTfR,1,Fallen Angel - Remastered,58,1988-03-21,1988,,['Poison'] 1988-03-21
109408,"['Giuseppe Verdi', 'Arturo Toscanini']",240680,0,1JAfZPr5Qj2Tb43In1PJnh,1,Otello: Act II: Ciò m'accora,0,1947,1947,,"['Giuseppe Verdi', 'Arturo Toscanini'] 1947"
84910,['Queen'],242093,0,4DtB1PJsbl4KAb2rZVNCUL,0,I Want It All - Remastered 2011,54,1989-05-22,1989,,['Queen'] 1989-05-22
57308,['Ben E. King'],157800,0,7EqZfpQP571uoBfBtWVuM6,1,"Love Me, Love Me",13,1961,1961,,['Ben E. King'] 1961
39259,"['Too $hort', ""Lil' Kim""]",300294,1,7AmLl7nJxPYYmJNrBqHDNo,0,Call Me,44,2011-05-17,2011,,"['Too $hort', ""Lil' Kim""] 2011-05-17"
90320,['Brownie McGhee'],161907,0,4Bd0wykh4blOgbovFv3PkL,1,Big Legged Woman,8,1945,1945,,['Brownie McGhee'] 1945
103336,['Bruce Springsteen'],285947,0,4T4e06YhupuZAoln2qZ6Fa,1,Independence Day,50,1980-10-17,1980,,['Bruce Springsteen'] 1980-10-17
92422,['Lynn Anderson'],173800,0,5TBn5BUiC731JytZDUZZmp,1,Rose Garden,48,1966,1966,,['Lynn Anderson'] 1966
134314,"['T-Pain', 'Ludacris']",261227,0,79MIzD8vsGu3Xqe07m8aS1,0,Chopped N Skrewed (feat. Ludacris),48,2008-11-11,2008,,"['T-Pain', 'Ludacris'] 2008-11-11"
157273,['Jean-Michel Jarre'],425133,0,362MZclYQ5wRw468UxT5Uf,1,"Equinoxe, Pt. 4",47,1978-12,1978,,['Jean-Michel Jarre'] 1978-12
75395,['Coolio'],177733,1,5J2yfWnkA532W2q4sooIvh,1,County Line,34,1994-07-19,1994,,['Coolio'] 1994-07-19
75752,"['Ensemble - The Lion King', 'Lebo M.']",111973,0,2gGanZQyFKYK3PP1nMx6BR,1,One By One,33,1997-01-01,1997,,"['Ensemble - The Lion King', 'Lebo M.'] 1997-01-01"
349,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Erich Kleiber']",553880,0,7mLc3T335KERsMts7LAKA5,1,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Erwachen heiterer Empfindungen bei der Ankunft auf dem Lande (Allegro ma non troppo)",0,1936,1936,Unknown,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Erich Kleiber'] 1936"
85619,['Johnny Cash'],196733,0,59J3FhCGYl18G3ouDReUge,0,I've Been Everywhere,58,1996-01-01,1996,,['Johnny Cash'] 1996-01-01
16572,['Mina'],206367,0,5zM41BmRD4GHbqpDCC5hB1,1,Un tale,0,1942-11-13,1942,,['Mina'] 1942-11-13
53697,['Tenacious D'],211080,1,7HSqfZzW3vgEDY2apXmajW,0,Rock Your Socks,37,2001-09-25,2001,,['Tenacious D'] 2001-09-25
27801,['Rainbow'],506573,0,4xhFGedBnZDqccPwisb55d,1,Stargazer - New York Mix,35,1976,1976,,['Rainbow'] 1976
122124,"['Giuseppe Verdi', 'Luciano Pavarotti', 'Dame Joan Sutherland', 'The London Opera Chorus', 'National Philharmonic Orchestra', 'Richard Bonynge']",167027,0,2zGVfygrdGVKCZ54sxCaQH,1,La traviata / Act 1: Libiamo ne'lieti calici,37,1980-01-01,1980,,"['Giuseppe Verdi', 'Luciano Pavarotti', 'Dame Joan Sutherland', 'The London Opera Chorus', 'National Philharmonic Orchestra', 'Richard Bonynge'] 1980-01-01"
44873,['Soda Stereo'],282480,0,4WOWzyHpoGvlve7qOQiXHf,0,En El Borde - Remasterizado 2007,46,1988-10-09,1988,,['Soda Stereo'] 1988-10-09
50339,['Canned Heat'],198600,0,22mKhNXQKe2lneXkl2yO5i,1,Dust My Broom,23,1967-01-01,1967,,['Canned Heat'] 1967-01-01
51156,['Carpenters'],246160,0,2sBTia8O3pJUyhMxTHl90C,1,(I'm Caught Between) Goodbye And I Love You,34,1975-06-06,1975,,['Carpenters'] 1975-06-06
105782,"['Mike Jones', 'Big Moe']",191160,1,7r8KGFyID2uExN5FupG4AT,1,Flossin' (feat. Big Moe),55,2005-04-19,2005,,"['Mike Jones', 'Big Moe'] 2005-04-19"
45558,['Grupo Libra'],211963,0,515tQL02C53G6QYMlyfQVm,1,Te Maldije,35,1995-06-14,1995,,['Grupo Libra'] 1995-06-14
73968,"['Maury Yeston', ""Brian D'Arcy James"", 'Kevin Stites']",203333,0,0Im6p5eEOn440wBUHCm22D,0,Barrett's Song,22,1980-01-01,1980,,"['Maury Yeston', ""Brian D'Arcy James"", 'Kevin Stites'] 1980-01-01"
120033,['The Platters'],191093,0,0hUrQ65aXYHm2zEAlBVI6F,1,If I Didn't Care,30,1959-01-01,1959,,['The Platters'] 1959-01-01
154380,"['Vivienne Segal', 'Pal Joey Ensemble (1951)']",190467,0,1Ewb2HAzvBMDDOq6zn6KWZ,1,"Bewitched, Bothered and Bewildered",1,1949,1949,,"['Vivienne Segal', 'Pal Joey Ensemble (1951)'] 1949"
142872,['The Album Leaf'],269067,0,3YlJKAnvDjHNFjFVy2MXMG,1,The Light,49,2006-11-08,2006,,['The Album Leaf'] 2006-11-08
164536,['The Rolling Stones'],513813,0,78WZnssOo9rS83np6YWmWS,1,Sing This All Together (See What Happens) - Remastered 2017 / Stereo,30,1967-12-08,1967,,['The Rolling Stones'] 1967-12-08
97369,"['Eric Bellinger', 'Aroc!']",184905,1,0hUepWE4GoMwtKgU8vE617,1,G.O.A.T.,70,2016-09-09,2016,,"['Eric Bellinger', 'Aroc!'] 2016-09-09"
140186,['Rubén Blades'],390360,0,1hEkAQTsDCnPX0zpo22Z5F,1,Sin Tu Cariño,37,1979-01-01,1979,,['Rubén Blades'] 1979-01-01
145739,['Lata Mangeshkar'],190120,0,2bDOGUL7hUZzZb0HJ2iZD9,1,Piya Been Mohe,0,1948-12-01,1948,,['Lata Mangeshkar'] 1948-12-01
102997,['Queen'],230120,0,1DdC1R2eDWg3Xq9RPSX4h2,1,"Get Down, Make Love - Remastered 2011",42,1977-10-28,1977,,['Queen'] 1977-10-28
126533,['Ignacio Corsini'],141520,0,4PPXIPgcdqiC7P6pvT7hqv,1,Rayito de Sol - Remasterizado,0,1929-06-20,1929,,['Ignacio Corsini'] 1929-06-20
41483,['Xavier Cugat & His Orchestra'],195733,0,6WegYAuKQaVpKBDkrmtqem,1,Mambo Gordo,6,1955-11-21,1955,,['Xavier Cugat & His Orchestra'] 1955-11-21
5700,['Gillian Welch'],237293,0,1vl8pmA8Jd955nT8WEDOK9,1,Orphan Girl,37,1996-04-09,1996,English,['Gillian Welch'] 1996-04-09
163264,"['Frédéric Chopin', 'Arthur Rubinstein']",270467,0,3gA5kmzTtKE2CprNYJkrfl,1,"24 Preludes, Op. 28: Prelude No. 15 in D-Flat Major",4,1954,1954,,"['Frédéric Chopin', 'Arthur Rubinstein'] 1954"
131296,['Culture'],234333,0,3M8lhoHkcKWzrkK7amni3h,1,Iron Sharpening Iron - 2000 Digital Remaster,39,1978,1978,,['Culture'] 1978
134936,['Rita Ora'],203467,0,2ia7iiEtpiOL2ZVuWxBZGB,1,I Will Never Let You Down,67,2014-03-31,2014,,['Rita Ora'] 2014-03-31
141442,['Redman'],201720,1,4mYG4iHgfxlPaqfT3BQ0ec,1,How To Roll A Blunt,43,1992-01-01,1992,,['Redman'] 1992-01-01
24037,"['MAX', 'Felly']",183930,0,3XEdqQtGHAM5huMrs3RaKN,1,Acid Dreams,65,2019-07-19,2019,,"['MAX', 'Felly'] 2019-07-19"
96052,['G-Unit'],240800,1,4E5IFAXCob6QqZaJMTw5YN,0,Poppin' Them Thangs,68,2003-01-01,2003,,['G-Unit'] 2003-01-01
41258,"['Richard Wagner', 'Keilberth', 'Varnay', 'Moedl', 'Lorenz', 'Greindl', 'Uhde']",449000,0,2O7dPV3WlWmkgUalAEHDli,0,"Götterdämmerung : Act 3 :Ha! Dieser Wars, Der Mir Den Ring Entriss",0,1952,1952,,"['Richard Wagner', 'Keilberth', 'Varnay', 'Moedl', 'Lorenz', 'Greindl', 'Uhde'] 1952"
270,['Эрнест Хемингуэй'],115390,1,56PQrN9xIJCtWKdT0LQtuG,0,Часть 55.4 & Часть 56.1 - Зеленые холмы Африки,0,1935,1935,Unknown,['Эрнест Хемингуэй'] 1935
54590,['Kendrick Lamar'],239974,1,6ff9CLXYk39PKFYoYCYeog,1,Alien Girl (Today W/ Her),46,2010-09-14,2010,,['Kendrick Lamar'] 2010-09-14
109142,['The Hollywood Four Blazes'],214785,0,0BvRbdVbt8G1WIyTFHgbOM,1,I'm in the Mood for Love,0,1945-01-01,1945,,['The Hollywood Four Blazes'] 1945-01-01
142681,['The Presidents Of The United States Of America'],171133,0,7hpbjF2BGRPPIdyrzX5tZA,1,Some Postman,48,2004-08-17,2004,,['The Presidents Of The United States Of America'] 2004-08-17
48386,['Shamshad Begum'],162604,0,6g2ftPKGLnFsvg515KeAGM,0,Bachcha Roye Boorha,0,1948-12-31,1948,,['Shamshad Begum'] 1948-12-31
10140,['Annette Funicello'],161720,0,2zEFZegksi2G4ZYTsjLF3t,0,Song of the Islands,12,1960-01-01,1960,,['Annette Funicello'] 1960-01-01
2504,['Herbie Hancock'],457067,0,6Gg1kwVMZtJ0nwoXlBB3Pm,0,One Finger Snap - Alternate Take / Remastered 1999 / Rudy Van Gelder Edition,22,1964-06-17,1964,English,['Herbie Hancock'] 1964-06-17
44893,['Gorilla Biscuits'],102093,1,0mebAatk9MbGKVc10OpTkg,1,Things We Say,30,1989-07-14,1989,,['Gorilla Biscuits'] 1989-07-14
54103,['Brandi Carlile'],169413,0,07WvoBV7oBTonCSw03UCud,1,What Can I Say,43,2005,2005,,['Brandi Carlile'] 2005
168489,['Avant'],240320,0,3g6SuyjGaGyAXmjvdNI1IU,1,4 Minutes,47,2006-01-01,2006,,['Avant'] 2006-01-01
77374,['Cartel De Santa'],190067,1,5mU64kUbsSniBbSqLzyhsp,1,Lo Que Quiero Es Besarte,58,2014-08-05,2014,,['Cartel De Santa'] 2014-08-05
98301,['Carlos Gardel'],164427,0,0ZsoJHPxlpzN68fuP1Zd7I,1,Pituca,2,1930-08-18,1930,,['Carlos Gardel'] 1930-08-18
117164,['Panos Visvardis'],192120,0,1OrRalHCiZAZBYd4W6WdfX,1,Plakiotiki Kithara,0,1930-01-01,1930,,['Panos Visvardis'] 1930-01-01
8362,['Эрнест Хемингуэй'],96523,1,5OVAQd7GNuPqin3TJbKMZo,1,Часть 23.4 & Часть 24.1 - Зеленые холмы Африки,0,1935,1935,,['Эрнест Хемингуэй'] 1935
85848,"['Dr. Dre', 'Eminem']",222293,1,7iXF2W9vKmDoGAhlHdpyIa,1,Forgot About Dre,74,1999-11-16,1999,,"['Dr. Dre', 'Eminem'] 1999-11-16"
111347,"['Johnny Cash', 'June Carter Cash']",155507,0,1wb0dzBIHsYgw5CR4ygdic,1,Long-Legged Guitar Pickin' Man,40,1967-08-01,1967,,"['Johnny Cash', 'June Carter Cash'] 1967-08-01"
86913,"['Cobra Starship', 'Leighton Meester']",196413,0,7kMfu3KUydmrFVGEAhjtyl,1,Good Girls Go Bad (feat. Leighton Meester),66,2009-07-07,2009,,"['Cobra Starship', 'Leighton Meester'] 2009-07-07"
99112,['Lead Belly'],72960,0,3y6XuyQbkjxAH04wiH1Anb,1,Polly-Polly-Wee (993-A-2),0,1938,1938,,['Lead Belly'] 1938
167255,['Banda El Recodo'],156787,0,0dUGmwjvHXmuPREv0xfdTC,1,Entierrenme con La Banda,44,1994-03-11,1994,,['Banda El Recodo'] 1994-03-11
61446,['Red Hot Chili Peppers'],257693,1,05XKLYOAsDeZyA5983IHno,0,This Is the Place,45,2002-07-09,2002,,['Red Hot Chili Peppers'] 2002-07-09
91436,['Duke Ellington'],218467,0,6o5YXTY7lyQVKjQiSlWk29,0,I Got It Bad (And That Ain't Good) - Live,29,1956,1956,,['Duke Ellington'] 1956
47069,"['Jowell & Randy', 'Cultura Profética']",235467,0,58ujE3lNtea4uCKJ05gUvg,0,Sólo Por Ti,56,2010-01-01,2010,,"['Jowell & Randy', 'Cultura Profética'] 2010-01-01"
4081,['Genesis'],335800,0,47zdI1cOixEopSrlCzmoYZ,1,Man of Our Times,27,1980-03-28,1980,English,['Genesis'] 1980-03-28
6491,['Los Socios Del Ritmo'],198680,0,7lCnTYtFceL7xfc1yAuxFz,0,Vamos A Platicar,41,2004-01-01,2004,Spanish,['Los Socios Del Ritmo'] 2004-01-01
150629,['Barney'],52067,0,1rVBE5t59NtX8VfcOb1770,0,I Love You,45,1997-01-01,1997,,['Barney'] 1997-01-01
166603,['Tanya Goodman'],158000,0,7qo5cbPTSr0Wikm7e6P1LR,1,Wings (instrumental),33,1987-01-01,1987,,['Tanya Goodman'] 1987-01-01
103662,['W.A.S.P.'],187493,1,22KezdnLpayPKz4aTDt899,1,Animal (Fuck Like A Beast),53,1984,1984,,['W.A.S.P.'] 1984
128622,"['Giuseppe Verdi', 'Manno Wolf-Ferrari', 'Aldo Bertocci', 'Maria Vitale', 'Mario Frosini', 'Miriam Pirazzini', 'Mirto Picchi', 'Orchestra lirica di Milano della RAI']",121840,0,0761FzGK2Nc1TGKdniS9l3,1,"Verdi : I Lombardi alla Prima Crociata : Act 1 ""Vieni!... già posa Arvino"" [Pirro, Pagano, Viclinda, Arvino, Giselda]",0,1951,1951,,"['Giuseppe Verdi', 'Manno Wolf-Ferrari', 'Aldo Bertocci', 'Maria Vitale', 'Mario Frosini', 'Miriam Pirazzini', 'Mirto Picchi', 'Orchestra lirica di Milano della RAI'] 1951"
36796,['Ramones'],199800,0,1dPkrVL0fXxNOhTmZk08rd,0,Somebody Put Something in My Drink,24,1986,1986,,['Ramones'] 1986
142862,['Maná'],317627,0,4C2zOFgrXxfNGNpYQWIcaH,0,Labios Compartidos,62,2006-05-09,2006,,['Maná'] 2006-05-09
131165,['Little River Band'],235000,0,5RSdy0T3soxtXZefrnPVWu,1,Home On Monday - 2010 Digital Remaster,46,1977,1977,,['Little River Band'] 1977
83784,['Grateful Dead'],300209,0,1lNRVjK8MukRZpeurYssIx,1,Shakedown Street - 2013 Remaster,59,1978,1978,,['Grateful Dead'] 1978
107258,['Эрнест Хемингуэй'],95100,1,2GGabV9YP5FZagTTlcvDj5,0,Часть 62.2 - Фиеста,0,1926,1926,,['Эрнест Хемингуэй'] 1926
103545,['Sheena Easton'],221493,0,5mKqa89zAVKXMRY92haT6p,1,Almost Over You,54,1983-01-10,1983,,['Sheena Easton'] 1983-01-10
53926,"['Mormon Tabernacle Choir', 'Orchestra at Temple Square', 'Craig Jessop']",211027,0,6szVwCHjicg6tQktCvFwmZ,1,For the Beauty of the Earth,39,2003-05-06,2003,,"['Mormon Tabernacle Choir', 'Orchestra at Temple Square', 'Craig Jessop'] 2003-05-06"
123153,['Alice In Chains'],261600,0,358XBWJ3pa71P4U89v393N,0,I Know Somethin (Bout You),44,1990-08-01,1990,,['Alice In Chains'] 1990-08-01
40208,['Luis Fonsi'],236800,0,6dRUAALgdFZzppyXCYNbDG,1,No Me Doy Por Vencido,0,2020-06-12,2020,,['Luis Fonsi'] 2020-06-12
163945,['The Milt Jackson Quartet'],148747,0,6x9fLeK2Vp7Ce9Q0AiqG2C,0,A Beautiful Romance,12,1961-01-01,1961,,['The Milt Jackson Quartet'] 1961-01-01
49062,['Sal Salvador Quintet'],201337,0,0sv0nJ89FMGSU6PtVofKW6,1,Get Happy,0,1954-01-01,1954,,['Sal Salvador Quintet'] 1954-01-01
69011,['Yahir'],261133,0,5HSoliYp4FmKDilRXndbc4,1,La Locura,54,2004-06-28,2004,,['Yahir'] 2004-06-28
152186,"['Macklemore & Ryan Lewis', 'Ray Dalton']",258432,0,3BE0getU08uXas8ZjULABA,1,Can't Hold Us (feat. Ray Dalton),62,2012-10-10,2012,,"['Macklemore & Ryan Lewis', 'Ray Dalton'] 2012-10-10"
155754,['Julie London'],171893,0,5Bv9v9ijc0TRJppfhwZrg0,1,I Left My Heart In San Francisco,26,1963,1963,,['Julie London'] 1963
34909,['Tim Buckley'],295600,0,1E3EEDxgqo3gRPqzRGwyDO,0,Hallucinations,27,1967,1967,,['Tim Buckley'] 1967
149902,['Alice In Chains'],261507,0,46PcHyjVfnvNtwDev8SzWx,1,Social Parasite - Demo,39,1990,1990,,['Alice In Chains'] 1990
6996,['Skillet'],178013,0,5XQNN3cHwYRzPv08CHuQNZ,1,Monster,60,2009-08-24,2009,English,['Skillet'] 2009-08-24
77545,['Common Kings'],191000,0,0lMwaf3vDIAfv8ZOhnXCSG,1,Before You Go,50,2015-10-09,2015,,['Common Kings'] 2015-10-09
56070,"['Igor Stravinsky', 'Columbia Symphony Orchestra']",84107,0,7gixsTPwqsOeB6psYfnwcP,0,"L'Oiseau de feu: Carillon féerique, apparition des monstres-gardiens de Kachtchei et capture d'Ivan Tsarévitch - 1910 version",0,1948,1948,,"['Igor Stravinsky', 'Columbia Symphony Orchestra'] 1948"
119483,"['MGM Studio Orchestra', 'André Previn']",33400,0,5JskFThTvp5JotdwwUGDk3,1,"Electric Sign (Another Openin', Another Show)",4,1953-11-26,1953,,"['MGM Studio Orchestra', 'André Previn'] 1953-11-26"
29331,['The Tragically Hip'],250733,0,0OdjYELeg17kM0i1YhBbpq,0,Cordelia,29,1991,1991,,['The Tragically Hip'] 1991
23764,"['Galantis', 'Hook N Sling']",205920,0,2MHCiOohBZEQuLgDTPvSzF,1,Love on Me,62,2016-09-30,2016,,"['Galantis', 'Hook N Sling'] 2016-09-30"
24426,"['Franz Joseph Haydn', 'Pro Arte Quartet']",259733,0,6uhEnNtF5TE7kAPJgasyyo,1,"Haydn: String Quartet No. 52 in E-Flat Major, Op. 64 No. 6, Hob. III, 64: II. Andante",0,1935,1935,,"['Franz Joseph Haydn', 'Pro Arte Quartet'] 1935"
90446,['Lead Belly'],186880,0,10tpQ7MK2UBo0JJ7O33vK3,1,Mr. Hitler,6,1947,1947,,['Lead Belly'] 1947
147804,['Townes Van Zandt'],324000,0,5txiSsUabBGJHSWWU2Veum,1,Why She's Acting This Way,30,1969-04,1969,,['Townes Van Zandt'] 1969-04
5219,['The Blasters'],141502,0,4lnJ1BOvxayTBmgDoyAJmf,1,I'm Shakin',33,1991,1991,English,['The Blasters'] 1991
79136,['Zofia Dromlewiczowa'],95700,0,10G1YEVfX9h04LQPlH2kIZ,1,Chapter 1.8 - Dziewczynka z Luna Parku: Część 2,0,1931,1931,,['Zofia Dromlewiczowa'] 1931
110528,['Johnny Cash'],166910,0,2RKAz2YBhNAkCSJjGAUrFd,1,Next in Line,24,1958-11-13,1958,,['Johnny Cash'] 1958-11-13
134214,['Yellowman'],387307,0,4czopM9AcLjrH4IunzRoBg,0,Zungguzungguguzungguzeng,56,2007,2007,,['Yellowman'] 2007
32180,['The 1975'],218497,0,2M4iGyQTIJISEioeVz43vy,1,Nothing Revealed / Everything Denied,68,2020-05-22,2020,,['The 1975'] 2020-05-22
133759,['Michael Bublé'],198787,0,2Cakl6tRkLxccrnqJdvGpu,1,Come Fly with Me,55,2003,2003,,['Michael Bublé'] 2003
103387,['Jeanette'],273133,0,5t6GyhawtK5itjpDdvGGx0,0,Corazón de Poeta,54,1981,1981,,['Jeanette'] 1981
89679,"['Ken Darby', 'MGM Studio Chorus']",76333,0,1qRjSfnlZt52MaauHAJKzK,1,Ding-Dong! Emerald City - Outtake,11,1939-08-25,1939,,"['Ken Darby', 'MGM Studio Chorus'] 1939-08-25"
23791,['Famous Dex'],190222,1,1u8kqieXwWHMnetFOk8rjg,1,Hoes Mad,57,2016-01-05,2016,,['Famous Dex'] 2016-01-05
109622,['Sarah Vaughan'],198973,0,672Bn0APzrwFByjpZOU44G,1,The Nearness of You,7,1949,1949,,['Sarah Vaughan'] 1949
34910,['Captain Beefheart & His Magic Band'],415000,0,1lmrpbN19XR9vKG7Eatmce,1,On Tomorrow - Instrumental,24,1967,1967,,['Captain Beefheart & His Magic Band'] 1967
82890,['Creedence Clearwater Revival'],253867,0,5jRQvcl66ovRTjUwzXziZA,1,Midnight Special,63,1969-11-02,1969,,['Creedence Clearwater Revival'] 1969-11-02
145181,"['Ibrahim Özgür', 'Park Otel Orkestrası']",189015,0,68D5Mf7YRIaywc4281DD4D,0,Kalbimde Hiç Yerin Kalmadı,0,1941-01-01,1941,,"['Ibrahim Özgür', 'Park Otel Orkestrası'] 1941-01-01"
123111,['GIANT'],286707,0,5Pr7EYxfxsduely39MZBvF,1,I'll See You In My Dreams,45,1989-01-01,1989,,['GIANT'] 1989-01-01
116108,"['Lil Wayne', 'Drake']",337640,1,6t2eIONH4Sax3R21QWiKNp,0,Believe Me,60,2014-05-28,2014,,"['Lil Wayne', 'Drake'] 2014-05-28"
131078,['Led Zeppelin'],500733,0,0VG9YWiGjyoKZNLurIhDfW,1,The Rain Song - Live at MSG 1973; 2018 Remaster,40,1976-10-22,1976,,['Led Zeppelin'] 1976-10-22
156531,"['John Williams', 'Chaim Topol', 'Norma Crane', '""Fiddler On The Roof” Motion Picture Orchestra']",181427,0,45xkFY6J9FQMN26RNz9law,1,Far From The Home I Love,31,1971-08-24,1971,,"['John Williams', 'Chaim Topol', 'Norma Crane', '""Fiddler On The Roof” Motion Picture Orchestra'] 1971-08-24"
51723,['Rickie Lee Jones'],234667,0,4huud9OcOs2BLYNxSKorKk,1,Pirates (So Long Lonely Avenue),21,1981-07-20,1981,,['Rickie Lee Jones'] 1981-07-20
8473,['Jay McShann & His Orchestra'],176267,0,2j09nV2IiobhmMP8aVK0mX,0,Bottle It,0,1940,1940,,['Jay McShann & His Orchestra'] 1940
160009,['Thompson Twins'],426733,0,7r17jMIduL3BTaxdsUIwj6,1,Hold Me Now (Extended Short),50,2006-05-30,2006,,['Thompson Twins'] 2006-05-30
131885,['Keith Whitley'],200467,0,7GgF3Nm5gG3eZwo8tGMLkM,1,Ten Feet Away,35,1984,1984,,['Keith Whitley'] 1984
131011,['Mandrill'],332173,0,26F94j1ki7Fus2DEFuSDg3,1,Fencewalk,33,1975,1975,,['Mandrill'] 1975
90129,['Charlie'],174337,0,1yNkEoS9MgUm7l1MqBZswz,0,Mere Man Ko Meri Jaan Ko,0,1943-12-31,1943,,['Charlie'] 1943-12-31
142383,['James Baskett'],139560,0,1fQ2pN9MLxxi399nlHEth7,1,"Zip- A- Dee-Doo-Dah - From ""Song Of The South""",47,2001-01-01,2001,,['James Baskett'] 2001-01-01
67619,['Phil Collins'],286733,0,6uxzEXALPvhy0QK9o5OYR8,1,"Easy Lover - Live from the Serious Tour, 1990; 2019 Remaster",40,1990-07-15,1990,,['Phil Collins'] 1990-07-15
75454,['The Offspring'],132133,0,6HrQCCaNTubYGIocfX2YkT,1,What Happened to You?,39,1994-04-08,1994,,['The Offspring'] 1994-04-08
92444,['Vicente Fernández'],144067,0,2DXigvJtnOxD7QPv7hhrIj,1,Ni En Defensa Propia,54,1967,1967,,['Vicente Fernández'] 1967
75627,['Soda Stereo'],285280,0,7H8TNV5Vc6poupuNxaE6KG,1,Angel Electrico - MTV Unplugged,51,1996-09-01,1996,,['Soda Stereo'] 1996-09-01
36508,['Marcos Valle'],244200,0,23jl53ZzyUhQZgQVNexdB7,0,Naturalmente,31,1983-01-01,1983,,['Marcos Valle'] 1983-01-01
